DESCRIPTION,CODE,LATITUDE,LONGITUDE
STREATHAM HILL GRP SALES RLF,STRHDS,58.472511,8.3099342
STREATHAM HILL SALES POINT (R),STRHEX,58.472511,8.3099342
STREATHAM HILL,STRHILL,51.438342,-0.12816113
STREATHAM HILL  SHED,STRHSH,58.472511,8.3099342
STREATHAM HILL UP SIDING,STRHUS,58.472511,8.3099342
STRINES,STRINES,53.374453,-2.0330284
STROMEFERRY,STRMFRY,57.351711,-5.5505551
STRANRAER,STRNRR,54.90962,-5.0239586
STRANRAER TOWN,STRNRTN,54.906889,-5.025314
STOCKTON HAULAGE,STRNTSH,58.472511,8.3099342
STRANRAER YARD G.F.,STRNYGF,54.906909,-5.0245353
STROOD SHUNT SIGNAL NK1625,STRO625,49.766809,-7.5571598
STROOD SHUNT SIGNAL NK1628,STRO628,49.766809,-7.5571598
STROOD SHUNT SIGNAL NK1630,STRO630,49.766809,-7.5571598
STROOD,STROOD,51.39695,0.49982124
STOURTON NECK,STRT912,49.766809,-7.5571598
STOURTON SIGNAL S921,STRT921,49.766809,-7.5571598
STOURTON SIGNAL S930,STRT930,49.766809,-7.5571598
D&F STEELS,STRTDFS,58.472511,8.3099342
STOURTON DOWN SIDINGS,STRTFHH,49.766809,-7.5571598
STOURTON JN,STRTJN,53.794738,-1.555929
STOURTON JN REVERSE,STRTJRV,49.766809,-7.5571598
BSC TUBES DIVISION,STRTNBS,53.796535,-1.5559101
STOURTON DOWN SIDING,STRTNDS,53.795636,-1.5559196
STOURTON LEEDS,STRTRFS,58.472511,8.3099342
STROUD,STRUD,51.744397,-2.2186574
ST. MARY'S LEVEL CROSSING,STRUMLC,58.472511,8.3099342
STRAWBERRY HILL SIG. F91,STRW91,49.766809,-7.5571598
B R CARRIAGE SIDINGS,STRWBHD,51.438831,-0.33965096
STRAWBERRY HILL,STRWBYH,51.439729,-0.33961837
STENSON GPL DY306,STSN306,49.766809,-7.5571598
STENSON JUNCTION,STSNJN,52.865666,-1.533531
SUTTON (IN ASHFIELD) PARKWAY,STTNPWY,53.106892,-1.2097093
STURRY,STURRY,51.301038,1.1230281
STUTTGART HAFEN,STUTHAF,51.513519,4.4589104
STEVENSTON DOWN GOODS LOOP,STVNDGL,55.633491,-4.7497809
STEVENSTON ARDEER,STVNNBS,55.632558,-4.7513045
ICI PETROCHEMICAL DIV PS,STVNNPS,55.633455,-4.7513675
EAST SIDINGS,STVNSES,55.632629,-4.7481316
STEVENSTON,STVNSTN,55.632629,-4.7481316
STEVENTON BRX,STVTN,51.601581,-4.2062444
STRAWBERRY HILL TUNNEL,STWHTNL,51.120971,0.27338977
DOWN GOODS LOOP,STWMDGL,52.189063,1.0004006
STOWMARKET,STWMRKT,52.190183,0.99915906
STEWARTBY,STWRTBY,52.069778,-0.52061072
STEWARTS LANE,STWT,51.471867,-0.14406799
STEWARTS LANE SIG VS567,STWT567,49.766809,-7.5571598
STEWARTS LANE SIG VS569,STWT569,49.766809,-7.5571598
STEWARTS LANE BERTHING SDGS,STWTBS,57.398086,6.4768296
STEWARTS LANE - DAYS,STWTDAY,58.472511,8.3099342
STEWARTS LANE TARMAC FHH,STWTFHH,49.766809,-7.5571598
STEWARTS LANE TARMAC GBRF,STWTGBR,49.766809,-7.5571598
STEWARTS LANE JUNCTION,STWTJN,51.477237,-0.14240999
TARMAC TOPMIX,STWTLAM,51.474586,-0.14539763
T & RSMD,STWTTMD,51.471867,-0.14406799
STEWARTS LANE DPT UP LOOP,STWTUPL,49.766809,-7.5571598
STYAL,STYAL,53.349048,-2.2403099
STAYTHORPE CROSSING,STYTHPX,58.472511,8.3099342
SUCCOTH VIADUCT,SUCOTHV,58.472511,8.3099342
SUDBURY SUFFOLK,SUDBURY,52.035629,0.73506936
SUMMERSTON,SUMRSTN,55.887591,-4.2799531
SUNBURY,SUNBURY,51.418333,-0.41805517
SAUNDERTON,SUNDRTN,51.675795,-0.82563033
SUNNYHILL,SUNH,52.877654,-1.5038191
SUNNINGDALE,SUNNGDL,51.392263,-0.63311727
SUNNYSIDE JN,SUNSJN,55.866814,-4.0294048
SUNNYMEADS,SUNYMDS,51.475386,-0.56976834
SURBITON SIGNAL WK1104,SURB104,54.613983,4.9341282
SURBITON SIGNAL WK1106,SURB106,55.469406,3.7685697
SURBITON SIGNAL WK534,SURB534,58.472511,8.3099342
EMERGENCY TRAILING CROSSOVER,SURBETC,58.472511,8.3099342
SURBITON,SURBITN,51.392458,-0.30395855
SURREY CANAL ROAD,SURCNRD,49.766809,-7.5571598
SURREY CANAL JUNCTION,SURRCNJ,49.766809,-7.5571598
SURREY QUAYS,SURREYQ,49.766809,-7.5571598
SURREY QUAYS SILWOOD JN,SURRQSJ,49.766809,-7.5571598
SILWOOD STABLING SIDINGS,SURRQSS,49.766809,-7.5571598
SUTTON COLDFIELD,SUTCO,52.565302,-1.8258753
SUTTON BINGHAM,SUTNBIN,58.472511,8.3099342
SUTTON SIGNAL VC193,SUTT193,51.36016,-0.18880567
SUTTON SIGNAL VC195,SUTT195,51.36016,-0.18880567
SUTTON (SURREY),SUTTON,51.360182,-0.19024118
SUTTON COMMON,SUTTONC,51.375549,-0.19538269
SUTTON WEAVER,SUTW,53.325549,-2.7191154
SEVENOAKS SIG 2035,SVN2035,49.766809,-7.5571598
SEVENOAKS SIG 2037,SVN2037,49.766809,-7.5571598
SEVINGTON LOOP,SVNGLP,58.472511,8.3099342
SEVINGTON UE91 SIGNAL,SVNGS91,58.472511,8.3099342
SEVINGTON,SVNGTNS,58.472511,8.3099342
SEVEN KINGS,SVNKNGS,51.564039,0.096307228
SEVENOAKS,SVNOAKS,51.276496,0.18212465
SEVENOAKS C.H.S.,SVNOCHS,58.472511,8.3099342
SEVENOAKS DOWN SIDINGS,SVNODS,51.276496,0.18212465
SEVENOAKS ENGINEERS SIDINGS,SVNOES,51.276496,0.18212465
SEVENOAKS GUSSET SIDING,SVNOGUS,49.766809,-7.5571598
SEVERNSIDE SITA,SVNSSIT,49.766809,-7.5571598
SEVERN BEACH,SVRNBCH,51.559294,-2.6649421
SWADLINCOTE GROUND FRAME,SWADGF,52.774451,-1.5900938
SWAINSTHORPE LEVEL CROSSING,SWAINTP,58.472511,8.3099342
SWALE SIGNAL EV107,SWAL107,51.383404,0.74342097
SWALE,SWALE,51.383404,0.74342097
SWANSEA PT3163 (CL),SWAN163,49.766809,-7.5571598
SWANSEA PT7571 (DM),SWAN571,49.766809,-7.5571598
SWANSEA PT7573 (UM),SWAN573,49.766809,-7.5571598
SWANSEA PT7592 (DM),SWAN592,49.766809,-7.5571598
SWANSEA DOCKS ABP SHIPMENT,SWANABP,49.766809,-7.5571598
SWANSEA BURROWS SS,SWANBGB,49.766809,-7.5571598
FORD MOTOR CO,SWANFMC,49.766809,-7.5571598
MALIPHANT CARR SVCG & STABLING,SWANMCS,55.819497,2.2556304
SWANSEA IEP MAINTENANCE RD,SWANMRD,49.766809,-7.5571598
ABP(NON SHIPMENT),SWANNON,49.766809,-7.5571598
SWANSEA BURROWS SDGS,SWANSBS,51.624907,-3.9010828
SWANSEA,SWANSEA,51.625144,-3.941546
SWANSEA DOCKS,SWANSED,51.61299,-3.9150284
SWANSEA LOOP EAST,SWANSLE,51.632428,-3.9360771
SWANSEA LOOP WEST,SWANSLW,51.638623,-3.9421218
SWANSEA IEP WASH ROAD,SWANWRD,49.766809,-7.5571598
SWAN SIDE VIADUCT,SWAVIA,52.112644,-1.2163049
SWAY,SWAY,50.784521,-1.6098554
SANDWICH,SWCH,51.269809,1.3417296
SHEPHERDS WELL,SWELL,51.188398,1.2299102
SHEPHERDS WELL UP SIDING,SWELLUS,49.766809,-7.5571598
SWINTON,SWINTN,53.485704,-1.3067342
SWINTON JN,SWINTNJ,58.472511,8.3099342
SOUTHWARK BRIDGE JUNCTION,SWKBDGJ,49.766809,-7.5571598
SWALWELL JUNCTION,SWLWJN,54.959525,-1.67741
SWANLEY,SWLY,51.392778,0.16752916
SWANLEY SIGNAL VS631,SWLY631,49.766809,-7.5571598
SWANLEY SIGNAL VS636,SWLY636,49.766809,-7.5571598
SWANLEY SIGNAL VS638,SWLY638,49.766809,-7.5571598
CORFE CASTLE,SWNACFC,50.638129,-2.0543905
SWANAGE,SWNAGE,58.472511,8.3099342
HARMAN'S CROSS (SWANAGE R),SWNAHMC,50.619839,-2.0265222
HERSTON HALT (SWANAGE R),SWNAHNH,50.613105,-1.9807116
NORDEN (SWANAGE R),SWNANDN,50.645103,-2.0630684
SWINDERBY,SWNDRBY,53.168749,-0.70300295
THORPE-ON-THE-HILL,SWNDTHO,58.472511,8.3099342
SWANAGE LMD (GBRf),SWNLMD,49.766809,-7.5571598
B R CARRIAGE SIDINGS,SWNLYCS,51.392778,0.16752916
SWANSCOMBE,SWNSCMB,51.449386,0.31125754
SWINTON (GREATER MANCHESTER),SWNT,53.51425,-2.3233262
SWANWICK,SWNWICK,50.875484,-1.2651447
SOWERBY BRIDGE,SWRBBDG,53.70789,-1.9075517
SWINESHEAD,SWSHEAD,52.969631,-0.18777025
SWAYTHLING,SWYTHLN,50.941777,-1.3765425
SAXMUNDHAM JN,SXMNDHJ,52.219665,1.4961043
SAXMUNDHAM,SXMNDHM,52.215351,1.4899079
SAXMUNDHAM TAMPER SIDING,SXMNDSG,52.219665,1.4961043
SYDENHAM,SYDENHM,51.427263,-0.055250227
SYDENHAM HILL,SYDNHMH,51.424071,-0.079838667
LANARK/SYMINGTON INTERLINK,SYMNGTN,55.588963,-3.6766422
SYON LANE,SYONLA,51.481787,-0.32512979
EAST JUNCTION,SYSTNEJ,52.691317,-1.0620119
NORTH JUNCTION,SYSTNNJ,52.700345,-1.0854222
SOUTH JUNCTION,SYSTNSJ,52.684139,-1.0822399
SYSTON,SYSTON,52.673565,-1.0854638
THORNABY,TABY,54.558826,-1.3025793
THORNABY SIG TY176,TABY176,49.766809,-7.5571598
THORNABY EAST,TABYEJN,54.557928,-1.3025946
TMD (FREIGHTLINER),TABYFLD,58.472511,8.3099342
CMEE WHEEL LATHE ROAD,TABYLTH,58.472511,8.3099342
THORNABY NO 1,TABYNO1,54.562926,-1.2813997
TMD,TABYTMD,54.559725,-1.302564
WRD,TABYWRD,58.472511,8.3099342
TACKLEY,TACKLEY,51.88187,-1.2982521
TADWORTH,TADWTH,51.291636,-0.23596466
TAFFS WELL,TAFFSWL,51.540876,-3.264526
TAIN,TAIN,57.826885,-4.1397923
TAIN C.E.,TAINCE,57.830439,-4.1580587
TALACRE,TALACRE,53.345038,-3.3683567
TALYBONT,TALB,52.771625,-4.0974376
TALLINGTON SIGNAL P534,TALN534,49.766809,-7.5571598
TALLINGTON SIGNAL P544,TALN544,49.766809,-7.5571598
DOWMAC,TALNDOW,52.645499,-0.33984938
ESSENDINE,TALNESS,58.472511,8.3099342
TALLINGTON TARMAC GBRF,TALNGBR,58.472511,8.3099342
TALLINGTON JUNCTION,TALNGTN,52.644744,-0.33987796
TALLINGTON,TALNRED,58.472511,8.3099342
CARNO LC,TALRCAR,58.472511,8.3099342
CEMMES ROAD,TALRCEM,58.472511,8.3099342
TALERDDIG,TALRDIG,52.531895,-3.4982774
PONTDOLGOCH,TALRDOG,58.472511,8.3099342
LLANBRYNMAIR,TALRLLA,58.472511,8.3099342
TAL-Y-CAFN,TALYCFN,53.228469,-3.8170691
TAME BRIDGE PKWY,TAMEBDG,52.55374,-1.9778334
TANK ROAD,TANKRD,55.856542,-4.2578403
TAPLOW,TAPLOW,51.523198,-0.68109263
TAPTON JN,TAPTONJ,58.472511,8.3099342
TARRAGONA,TARRAGN,50.838827,4.3493976
TATTENHAM CORNER C.H.S.,TATNCHS,58.472511,8.3099342
TATTENHAM CORNER,TATNHMC,51.30882,-0.24247962
TAUNTON SIGNAL 483,TAUN483,58.472511,8.3099342
TAUNTON SIG. 604,TAUN604,49.766809,-7.5571598
TAUNTON SIG 608,TAUN608,49.766809,-7.5571598
TAUNTON SIGNAL E611,TAUN611,58.472511,8.3099342
TAUNTON SIGNAL E617,TAUN617,58.472511,8.3099342
TAUNTON SIGNAL E619,TAUN619,49.766809,-7.5571598
TAUNTON SIGNAL E624,TAUN624,58.472511,8.3099342
TAUNTON BLDG INSP 1 <W>,TAUNCE,54.935286,0.23600448
TAUNTON CIDER CO,TAUNCSD,51.023199,-3.1505762
TAUNTON SIGNAL E22,TAUNE22,58.472511,8.3099342
TAUNTON EAST JCN,TAUNEJN,58.472511,8.3099342
BR MARSHALLING YARD,TAUNGDS,50.994816,-3.1099747
TAUNTON,TAUNTON,58.472511,8.3099342
TAY BRIDGE SOUTH SIGNALBOX,TAYBDGS,56.411876,-2.9724338
TAY BRIDGE DOWN REFUGE SDGS,TAYBDRS,58.472511,8.3099342
CE SIDING,TAYNUCE,56.429692,-5.2409751
TAYNUILT,TAYNULT,56.43061,-5.2402421
FIRSBY,TCULFRY,58.472511,8.3099342
THORPE CULVERT,TCULVRT,53.123128,0.19979074
THAMES DITTON,TDITTON,51.388458,-0.33860035
TEBAY,TEBAY,54.371924,-2.6152323
CE SIDING,TEBAYCE,53.692929,-0.1317663
TEDDINGTON,TEDNGTN,51.424328,-0.33154641
TEES YARD SIGNAL TY137,TEES137,49.766809,-7.5571598
TEES YARD BALLAST STKING SITE,TEESBAL,58.472511,8.3099342
TEES YD CRIPPLE GRADING SDGS,TEESCW,58.472511,8.3099342
TEES DOCK EXPORT BERTH DBS,TEESDK,49.766809,-7.5571598
NEWPORT EAST,TEESGFH,49.766809,-7.5571598
NEWPORT EAST JN,TEESNEJ,51.572142,-3.007104
TEES MARSHALLING YARD,TEESY,54.5641,-1.2823843
TEES YARD,TEESYDS,51.823724,-6.193829
TEES YARD EAST END,TEESYEE,58.472511,8.3099342
TEES YARD HOLDING SIDINGS,TEESYHS,54.559725,-1.302564
TEIGNMOUTH,TEINMTH,50.54806,-3.4946627
TELFORD CENTRAL,TELFRDC,52.693123,-2.4512272
TEMPLE HIRST JN.,TEMPLHJ,53.715253,-1.0893177
TENBY,TENBY,51.67293,-4.7072736
BR LINCOLN TERRACE SIDINGS,TERCESL,58.472511,8.3099342
TERMINUS CURVE SIG 5182,TERM182,49.766809,-7.5571598
TERMINUS JN,TERMJGW,55.845543,-4.2695026
BEDALE (RT TEST),TESTBED,49.766809,-7.5571598
LEEMING BAR (RT TEST),TESTLEE,49.766809,-7.5571598
REDMIRE (RT TEST),TESTRED,49.766809,-7.5571598
SCRUTON (RT TEST),TESTSCR,49.766809,-7.5571598
WENSLEY (RT TEST),TESTWEN,49.766809,-7.5571598
TEYNHAM,TEYNHAM,51.333307,0.80790858
THORNTON ABBEY,THABBEY,53.654846,-0.3234538
THORNTONHALL,THAL,55.767698,-4.2506274
THATCHAM,THATCHM,51.39329,-1.2425093
3 BRIDGES DN DEP SIG TD127,THBD127,49.766809,-7.5571598
3 BRIDGES UP DEP SIG TD165,THBD165,49.766809,-7.5571598
THREE BRIDGES SIGNAL T1200,THBD200,49.766809,-7.5571598
THREE BRIDGES SIGNAL 1206,THBD206,52.218434,5.4311709
THREE BRIDGES SIGNAL T288,THBD288,49.766809,-7.5571598
THREE BRIDGES 1737 POINTS,THBD737,58.472511,8.3099342
TILGATE SIDINGS SIG TD98,THBD98,49.766809,-7.5571598
THREE BRIDGES  BACK ROAD (TPS),THBDBRD,51.116924,-0.16132687
3BDGS DN TL SDG ENTRY/EXIT,THBDDTE,49.766809,-7.5571598
THREE BRIDGES,THBDGS,51.116922,-0.16118408
THREE BRIDGES UP SDG SOUTH,THBDGSY,51.113394,-0.16561026
THREE BRIDGES  HSM SDG   (TPS),THBDHSD,51.116922,-0.16118408
THREE BRIDGES  LOOP      (TPS),THBDLP,51.116922,-0.16118408
3BDGS DOWN THAMESLINK SDGS,THBDNCS,49.766809,-7.5571598
THREE BRIDGES  PL.1183   (TPS),THBDPL3,51.125011,-0.16086288
THREE BRIDGES P & MD,THBDPMD,55.819497,2.2556304
TILGATE SDGS ENTRY/EXIT,THBDTGE,49.766809,-7.5571598
THREE BRIDGES TILGATE SDGS,THBDTGS,49.766809,-7.5571598
THREE BRIDGES UP SDG NORTH,THBDUSN,51.118721,-0.16118411
THREE BRIDGES TL UP DEPOT,THBDUTD,49.766809,-7.5571598
THREE BRIDGES UP TLD NX,THBDUTE,49.766809,-7.5571598
THREE BRIDGES VOYAGER M.D.,THBDWRS,58.472511,8.3099342
THRYBERGH JN,THBGJN,53.462353,-1.310127
THEOBALDS GROVE APT,THBLDSG,51.69221,-0.03523266
THEALE SIGNAL T2831,THEA831,49.766809,-7.5571598
THEALE SIGNAL T2834,THEA834,49.766809,-7.5571598
ARC,THEAARC,51.429944,-1.0865514
THEALE LAFARGE GBRF,THEAGBR,49.766809,-7.5571598
THEALE LAFARGE FHH,THEALAF,52.716513,0.12651779
THEALE,THEALE,51.43345,-1.074973
MURCO PETROLEUM,THEALEM,51.428157,-1.0880254
FOSTER YEOMAN/BEEDON HLGE,THEALFY,51.429045,-1.0865693
THEALE LOOP,THEALGL,51.431686,-1.0793242
THEALE HOPE CEMENT,THEALHC,49.766809,-7.5571598
THEALE PUMA GBRF,THEAPUM,49.766809,-7.5571598
THEALE RECEPTION SDGS,THEARCP,49.766809,-7.5571598
THE LAKES,THELAKS,52.359458,-1.8457736
THETFORD SIGNAL EN8114,THET114,49.766809,-7.5571598
THETFORD GROUND SIGNAL T15,THET15,49.766809,-7.5571598
THETFORD SIGNAL T7,THET7,55.819497,2.2556304
THETFORD,THETFD,52.419383,0.74553033
THETFORD TAMPER SIDING,THETSDG,58.472511,8.3099342
THORNFORD,THFORD,50.911422,-2.5802778
THORNHILL L.N.W. JN.,THHLNWJ,53.675076,-1.6563394
THATTO HEATH,THHT,53.436756,-2.7601302
THORNHILL SIGNALBOX,THIL,55.230904,-3.7194107
THORNHILL UP LOOP,THILUL,58.472511,8.3099342
THIRSK,THIREWS,58.472511,8.3099342
THIRSK,THIRSK,54.228479,-1.3725839
THORNLIEBANK,THLB,55.810595,-4.312156
THAMESHAVEN SIG UR882,THMS882,49.766809,-7.5571598
THAMESHAVEN SIG UR888,THMS888,49.766809,-7.5571598
LONDON GATEWAY PORT LN1,THMSDBS,49.766809,-7.5571598
LONDON GATEWAY PORT LINE 2,THMSFLI,49.766809,-7.5571598
THAMES HAVEN JN,THMSHVJ,51.505572,0.42362131
THAMES HAVEN,THMSHVN,51.508431,0.5015968
LONDON GATEWAY PORT SIG LG11,THMSL11,49.766809,-7.5571598
THAMES HAVEN SIG LG14,THMSL14,49.766809,-7.5571598
THAMESHAVEN BRANCH STOP BOARD,THMSL15,49.766809,-7.5571598
LONDON GATEWAY PORT ARRIVAL,THMSLGA,49.766809,-7.5571598
LONDON GATEWAY GBRF,THMSLGB,49.766809,-7.5571598
LONDON GATEWAY DEP LINE JN,THMSLGD,49.766809,-7.5571598
CORYTON THAMES HAVEN TC,THMSMOB,58.472511,8.3099342
THAMES MATEX,THMSMTX,50.721965,-6.2520341
THINGLEY EAST JUNCTION,THNGLEJ,58.472511,8.3099342
THINGLEY JN,THNGLYJ,51.436111,-2.1423731
THINGLEY JN MOD,THNGMOD,58.472511,8.3099342
THINGLEY JUNCTION BRX,THNGSDG,55.536958,2.0362557
THREE OAKS,THOK,50.900689,0.6139517
THORPE BAY,THOPBAY,51.537677,0.7613451
CREYKES,THORCRK,58.472511,8.3099342
THORNE JN,THORNEJ,53.602091,-0.98899097
THORNE NORTH,THORNEN,53.616328,-0.97202195
THORNE SOUTH,THORNES,53.603616,-0.95721788
THORPE-LE-SOKEN,THPLESK,51.847748,1.1622071
THORPE-LE-SOKEN SIDING,THPLESS,58.472511,8.3099342
THIRD DROVE,THRDRVE,58.472511,8.3099342
THREE SPIRES JUNCTION,THREESJ,52.417,-1.5147519
THURGARTON,THRGRTN,53.029255,-0.96217489
THREE HORSE SHOES,THRHRSH,58.472511,8.3099342
THRISLINGTON GBRF,THRIGBR,49.766809,-7.5571598
STEETLEY MAGNESITE,THRISTE,58.472511,8.3099342
RUSHEY SIDINGS AHB,THRMRUS,58.472511,8.3099342
THRUMPTON WEST JN,THRMWJN,53.314077,-0.94627434
THORNTON NORTH SIG ET568,THRN568,56.167697,-3.128841
THORNTON NORTH D.P.L.,THRNDPL,56.167668,-3.1320611
THORNTON YARD GM MINING,THRNGMM,56.610244,2.002944
THORNTON YARD I & H BROWN,THRNIHB,55.555537,3.4825081
THORNTON CARRIAGE H S,THRNTHS,56.167429,-3.157821
THORNTON NORTH JN,THRNTNJ,56.167697,-3.128841
THORNTON SOUTH JUNCTION,THRNTSJ,56.160778,-3.1348371
THORNTON T.C.,THRNTTC,56.167369,-3.1642609
THORNTON WEST JUNCTION,THRNTWJ,56.16256,-3.1471113
THORNTON NORTH U.P.L.,THRNUPL,56.16769,-3.129646
THORPES BRIDGE SIGNAL 715,THRP715,49.766809,-7.5571598
THORPES BRIDGE JUNCTION,THRPSBJ,53.502835,-2.1944436
NCB THORESBY COLLIERY,THRSBCL,53.201644,-1.0448471
THORESBY COLLIERY,THRSCFH,54.111413,3.9343455
THORESBY COLLIERY JN,THRSCGB,58.472511,8.3099342
THORESBY COLL JN,THRSCLJ,53.190883,-1.0480796
THORESBY COLLIERY (COLAS RAIL),THRSCR,49.766809,-7.5571598
THORESBY COLLIERY (FLHH),THRSFHH,58.472511,8.3099342
THORESBY COLLIERY,THRSGBR,58.472511,8.3099342
THORESBY SIDINGS,THRSNEC,49.766809,-7.5571598
THORNTON HEATH,THTH,51.399237,-0.10100565
THURSO,THURSO,58.589996,-3.5275403
U.K.A.E.A.,THURSOU,58.590016,-3.5258208
THURSTON,THUSTON,52.24974,0.8082992
THORNEY MILL FHH,THYMFHH,56.291602,5.6934144
THORNEY MILL GBRF,THYMGBR,49.766809,-7.5571598
THORNEY MILL GROUND FRAME,THYMGF,54.124491,1.7582371
THORNEY MILL SDG SPECIFIC USER,THYMIL,51.502873,-0.48717077
THORNEY MILL DB CARGO,THYMILF,52.498889,4.1858389
TEIGNGRACE,TIGNGRC,49.766809,-7.5571598
TILBURG WORKS,TILBURG,49.766809,-7.5571598
TILE HILL,TILEH,52.394834,-1.5972917
TILEHURST EAST JUNCTION,TILHEJN,58.472511,8.3099342
TILEHURST,TILHRST,51.47176,-1.0310055
TINSLEY YARD FHH,TINSFHH,49.766809,-7.5571598
TINSLEY YARD GBRF,TINSGBR,49.766809,-7.5571598
TINSLEY EAST JN,TINSLEJ,53.411632,-1.4057257
TINSLEY NORTH JN,TINSLNJ,49.766809,-7.5571598
TINSLEY SOUTH JN,TINSLSJ,53.410733,-1.4057382
TINSLEY YARD,TINSLYY,53.413429,-1.4057006
TINSLEY MEADOWHALL,TINSMEA,49.766809,-7.5571598
TINSLEY PARK JUNCTION,TINSPJN,58.472511,8.3099342
TINSLEY PARK WORKS SMACC,TINSSMC,58.472511,8.3099342
TIPTON,TIPTON,52.53035,-2.0662907
TIR-PHIL,TIRPHIL,51.720905,-3.2463801
LOOP,TISBRYL,51.050898,-2.0772446
TISBURY,TISBURY,51.061211,-2.0784319
CULLOMPTON,TIVICMT,49.766809,-7.5571598
TIVERTON JUNCTION,TIVILP,50.893959,-3.3763151
TIVERTON PARKWAY,TIVIPW,50.893959,-3.3763151
WHITEBALL,TIVITNL,55.501731,3.4753406
TIVETSHALL,TIVTSHL,58.472511,8.3099342
TILBURY I.R.F.T. COLAS,TLBYADV,49.766809,-7.5571598
TILBURY DOCKS,TLBYDES,51.460844,0.36798284
TILBURY CONTAINER TERMINAL DBC,TLBYEWS,58.472511,8.3099342
TILBURY NFLEET HOPE TL DBC,TLBYNHT,53.662065,3.5181261
TILBURY I.R.F.T (DRS),TLBYPDR,49.766809,-7.5571598
TILBURY I.R.F.T (FLT),TLBYPFL,58.472511,8.3099342
TILBURY I.R.F.T (GBRF),TLBYPGB,58.472511,8.3099342
PLA GRAIN TERMINAL,TLBYPGT,58.472511,8.3099342
TILBURY I.R.F.T (DBC),TLBYPRT,58.472511,8.3099342
TILBURY FREIGHTLINERS,TLBYRCT,51.468405,0.36632971
TILBURY CONTAINER SERVICES,TLBYRR,55.888436,-6.0670326
TILBURY RIVERSIDE (COLAS),TLBYRSC,49.766809,-7.5571598
TILBURY I.R.F.T (DBC),TLBYSTO,53.76689,5.0654386
TILBURY CONTAINER SRVS EWS,TLBYTCS,52.772889,-0.005556383
TILBURY TOWN,TLBYTWN,51.46293,0.35369366
TILBURY WEST JN,TLBYWJ,51.455873,0.37277814
TALSARNAU,TLSRNAU,52.904281,-4.0696404
TEMPLEBOROUGH ROLLING MILLS,TMBORO,58.472511,8.3099342
TEMPLECOMBE,TMPCMB,50.983052,-2.3423562
TEMPLECOMBE SIGNAL BOX,TMPCMSB,50.983052,-2.3423562
TEMPLE MILLS SIGNAL S770,TMPL770,58.472511,8.3099342
TEMPLE MILLS EAST JN.,TMPLMEJ,51.552369,-0.008087678
TEMPLE MILLS E YD,TMPLMEY,51.552393,-0.009529076
TEMPLE MILLS LOOP (FL),TMPLMFL,49.766809,-7.5571598
TEMPLE MILLS LOOP,TMPLMLP,49.766809,-7.5571598
TEMPLE MILLS MARSHALLING YD,TMPLMLY,51.552393,-0.009529076
TEMPLE MILLS WEST JN.,TMPLMWJ,58.472511,8.3099342
ORIENT WAY CS,TMPLOCS,49.766809,-7.5571598
ORIENT WAY RECEPTION ROAD,TMPLORR,49.766809,-7.5571598
RUCKHOLT ROAD JUNCTION,TMPLRRJ,49.766809,-7.5571598
TEMPLE MILLS RECP,TMREUKL,58.472511,8.3099342
THORPE MARSH SIGNAL D723,TMSH723,53.582535,-1.0961599
THORPE MARSH JN,TMSHJN,58.472511,8.3099342
THORPE MARSH TARMAC,TMSHTMC,53.581853,-1.1131371
TAMWORTH HIGH LEVEL,TMWTHHL,52.637833,-1.6866835
TAMWORTH,TMWTHLL,52.634261,-1.6923238
TOWNHILL D.G.L.,TNHLDGL,56.082041,-3.41879
TOWNHILL C.E.,TNHLJCE,56.081162,-3.4171508
TOWNHILL JN,TNHLJN,56.082041,-3.41879
TOWNHILL U.G.L.,TNHLUGL,56.082041,-3.41879
TINSLEY GREEN,TNSLYGJ,51.143907,-0.16154161
TONYPANDY,TNYPNDY,51.619673,-3.4487219
TODMORDEN SIGNAL PN341,TODM341,49.766809,-7.5571598
TODMORDEN,TODMRDN,53.714175,-2.0999631
TOLLERTON SIGNAL GPL673,TOLE673,49.766809,-7.5571598
PILMOOR,TOLEPIL,58.472511,8.3099342
ACE TOLLERTON,TOLERTN,54.033033,-1.1473537
TOLWORTH,TOLWTH,51.376823,-0.28010939
TOLWORTH SIDINGS,TOLWTHS,58.472511,8.3099342
TOMATIN,TOMATIN,57.344419,-4.0920292
TONBRIDGE SIGNAL AD2032,TONB032,49.766809,-7.5571598
TONBRIDGE SIGNAL AD2038,TONB038,53.659211,3.5177672
TONBRIDGE SIGNAL AD137X,TONB137,49.766809,-7.5571598
TONBRIDGE SIGNAL AD139,TONB139,57.848598,-2.9678605
TONBRIDGE SIGNAL AD160,TONB160,55.484029,3.6483707
TONBRIDGE SIGNAL AD163,TONB163,55.484029,3.6483707
TONBRIDGE SIGNAL AD164,TONB164,55.484029,3.6483707
TONBRIDGE SIGNAL AD525,TONB525,51.191358,0.26110947
TONBRIDGE,TONBDG,51.191192,0.26968856
TONBRIDGE DOWN LOOP,TONBDLP,51.19209,0.26973272
TONBRIDGE DOWN MAIN SIDINGS,TONBDMS,51.19209,0.26973272
TONBRIDGE WEST YARD GBRF,TONBDWG,55.819497,2.2556304
TONBRIDGE WEST YARD,TONBDWY,51.190542,0.25677598
TONBRIDGE ENGINEERS SIDINGS,TONBES,55.484029,3.6483707
TONBRIDGE DRIVERS,TONBLHS,58.472511,8.3099342
